"","Fmsy","MSY","SPRmsy","SSBmsy","Rmsy","YPRmsy","Rel.SSBmsy","Rel.Rmsy","Conv.Code","Freport_7-10"
"1986",0.18608048790321,223.030862385546,0.471591056742646,1225.372915457,751.961388916603,0.626618900508218,0.355321407682289,1.59180506185412,0,0.175745236429138
"1987",0.187635134596773,227.039352904494,0.46741064619105,1238.33732040777,761.825260888029,0.635327082113069,0.352401074751061,1.60727511740447,0,0.180209791965409
"1988",0.180846942264397,221.039262230363,0.466969928203122,1255.29902980493,762.735655389126,0.615361467378266,0.353172080731226,1.60595131247089,0,0.183506350241006
"1989",0.181370542479018,207.913788450108,0.478741650590891,1169.17382125122,735.78307426421,0.594884751224564,0.357720564087366,1.57304820754155,0,0.186186878216521
"1990",0.185704598730091,219.47570650212,0.472122928861657,1202.11040274322,750.865819844171,0.621193994840212,0.354122156263023,1.59404704880709,0,0.175745236429138
"1991",0.182270089715599,209.527447637231,0.476859933681108,1172.08077168586,740.042132529377,0.598916515696866,0.356213620478169,1.58016158694147,0,0.180209791965409
"1992",0.175745236429138,206.752141389961,0.473165831810408,1201.66981913408,748.422750313031,0.585264794544196,0.3550472559337,1.58972553282656,0,0.183506350241006
"1993",0.180209791965409,213.337103454271,0.471820227946493,1205.84192285954,751.552593097019,0.603096511617564,0.354118452690551,1.59460015381992,0,0.186186878216521
"1994",0.183506350241006,217.317768736777,0.471878018053631,1208.03130118867,751.400882561831,0.61391962910789,0.354331673294134,1.59392620762854,0,0.175745236429138
"1995",0.186186878216521,224.247723612131,0.472029534460187,1233.8314610894,750.889486633385,0.628385962113773,0.356326418886751,1.58837595989974,0,0.180209791965409
"1996",0.182143336420224,217.133372532584,0.469195899144024,1215.93195582859,757.723423535803,0.611861000845505,0.352445163985911,1.60388880429585,0,0.183506350241006
"1997",0.179189611764292,211.638532401201,0.475806136458267,1207.90525951081,742.31310384601,0.597899919393474,0.357935228392312,1.57759414624932,0,0.186186878216521
"1998",0.18228938045536,211.665210617131,0.476366420057937,1184.50911458918,741.118688140479,0.602532370074096,0.356707634275961,1.57975569535524,0,0.175745236429138
"1999",0.186160482331608,217.987913283128,0.473203561523423,1195.14059367768,748.375618316871,0.618375419497065,0.354598340913405,1.59084595695748,0,0.180209791965409
"2000",0.183223366945944,212.901513388833,0.475291475947489,1189.72491856067,743.560546894487,0.605014245415192,0.356112026575218,1.58317821556913,0,0.183506350241006
"2001",0.188370355397457,231.570179426678,0.466410942469541,1263.13548912064,764.018208739728,0.643172091512458,0.353193607515252,1.60691302904032,0,0.186186878216521
"2002",0.181456692907488,207.097199926759,0.479063972999784,1167.77576936821,735.06171543455,0.592827515276229,0.357909131131031,1.57201684683009,0,0.175745236429138
"2003",0.17533701790525,205.833091225199,0.475094797063665,1199.56664284757,743.968306001243,0.583058671205689,0.356665159751559,1.58209264057671,0,0.180209791965409
"2004",0.181710856924136,213.263312912009,0.474767743508283,1202.53979347223,744.70683824147,0.603527308733644,0.356584148157103,1.58287618362103,0,0.183506350241006
"2005",0.184532728414755,218.762593062034,0.471771421599322,1212.97291710066,751.617864684279,0.617029932942807,0.354593701841532,1.59341775678205,0,0.186186878216521
